,TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,TIMESTAMP,DAY_TYPE,MISSING_DATA,POLYLINE
370427,1379773230620000001,B,,53.0,20000001,1379773230,A,False,"[[-8.622666, 41.167782]]"
370652,1379775799620000001,A,5926.0,,20000001,1379775799,A,False,"[[-8.605278, 41.153571]]"
370878,1379779582620000001,C,,,20000001,1379779582,A,False,"[[-8.624538, 41.159214]]"
371105,1379783701620000001,B,,19.0,20000001,1379783701,A,False,"[[-8.625024, 41.148576]]"
371152,1379787673620000001,B,,19.0,20000001,1379787673,A,False,"[[-8.598087, 41.150664]]"
371272,1379788383620000001,C,,,20000001,1379788383,A,False,"[[-8.612199, 41.137983]]"
371378,1379790370620000001,B,,19.0,20000001,1379790370,A,False,"[[-8.687187, 41.167746]]"
378289,1379791865620000001,A,15846.0,,20000001,1379791865,A,False,"[[-8.638704, 41.159313]]"
378962,1379924021620000001,B,,28.0,20000001,1379924021,A,False,"[[-8.618175, 41.152779]]"
379208,1379931137620000001,B,,19.0,20000001,1379931137,A,False,"[[-8.617959, 41.147235]]"
379984,1379933915620000001,A,39294.0,,20000001,1379933915,A,False,"[[-8.597547, 41.166009]]"
380039,1379944042620000001,A,2002.0,,20000001,1379944042,A,False,"[[-8.58213, 41.161653]]"
380080,1379944412620000001,C,,,20000001,1379944412,A,False,"[[-8.58366, 41.164911]]"
380492,1379944825620000001,C,,,20000001,1379944825,A,False,"[[-8.581977, 41.161473]]"
380961,1379949664620000001,B,,28.0,20000001,1379949664,A,False,"[[-8.605458, 41.15367]]"
381309,1379955379620000001,B,,19.0,20000001,1379955379,A,False,"[[-8.609319, 41.160366]]"
383168,1379960265620000001,B,,63.0,20000001,1379960265,A,False,"[[-8.603541, 41.165298]]"
383271,1380010083620000001,A,31027.0,,20000001,1380010083,A,False,"[[-8.591085, 41.154984]]"
383538,1380011282620000001,A,2002.0,,20000001,1380011282,A,False,"[[-8.584758, 41.16051]]"
383717,1380014078620000001,B,,28.0,20000001,1380014078,A,False,"[[-8.60454, 41.149566]]"
383901,1380016234620000001,A,2002.0,,20000001,1380016234,A,False,"[[-8.630217, 41.155065]]"
384411,1380018190620000001,B,,12.0,20000001,1380018190,A,False,"[[-8.61453, 41.1237]]"
384767,1380024869620000001,B,,,20000001,1380024869,A,False,"[[-8.623107, 41.156127]]"
384820,1380029639620000001,B,,19.0,20000001,1380029639,A,False,"[[-8.621127, 41.147505]]"
385016,1380030225620000001,A,3251.0,,20000001,1380030225,A,False,"[[-8.656965, 41.179905]]"
385138,1380032274620000001,B,,31.0,20000001,1380032274,A,False,"[[-8.687394, 41.173596]]"
385470,1380033961620000001,B,,31.0,20000001,1380033961,A,False,"[[-8.606574, 41.144661]]"
385949,1380038179620000001,A,2002.0,,20000001,1380038179,A,False,"[[-8.605476, 41.153598]]"
386238,1380044578620000001,B,,19.0,20000001,1380044578,A,False,"[[-8.589492, 41.160303]]"
386362,1380048495620000001,C,,,20000001,1380048495,A,False,"[[-8.610111, 41.149791]]"
387419,1380050318620000001,A,45053.0,,20000001,1380050318,A,False,"[[-8.585307, 41.168574]]"
387588,1380091737620000001,B,,28.0,20000001,1380091737,A,False,"[[-8.627535, 41.180499]]"
387846,1380094450620000001,A,5720.0,,20000001,1380094450,A,False,"[[-8.6211, 41.156595]]"
388149,1380097350620000001,B,,19.0,20000001,1380097350,A,False,"[[-8.597358, 41.182416]]"
388388,1380101014620000001,B,,19.0,20000001,1380101014,A,False,"[[-8.644041, 41.158908]]"
388557,1380103689620000001,A,61694.0,,20000001,1380103689,A,False,"[[-8.605521, 41.153445]]"
389041,1380105683620000001,A,24078.0,,20000001,1380105683,A,False,"[[-8.660142, 41.160024]]"
389208,1380111341620000001,A,62364.0,,20000001,1380111341,A,False,"[[-8.603505, 41.179869]]"
389297,1380113144620000001,C,,,20000001,1380113144,A,False,"[[-8.654355, 41.181327]]"
389860,1380114306620000001,C,,,20000001,1380114306,A,False,"[[-8.630658, 41.154885]]"
390181,1380120057620000001,B,,30.0,20000001,1380120057,A,False,"[[-8.607015, 41.109597]]"
390421,1380123858620000001,B,,61.0,20000001,1380123858,A,False,"[[-8.654859, 41.177844]]"
390848,1380125935620000001,B,,31.0,20000001,1380125935,A,False,"[[-8.578746, 41.165748]]"
391173,1380130947620000001,B,,28.0,20000001,1380130947,A,False,"[[-8.595054, 41.155659]]"
392908,1380135564620000001,A,5602.0,,20000001,1380135564,A,False,"[[-8.661042, 41.162265]]"
393498,1380180878620000001,A,9369.0,,20000001,1380180878,A,False,"[[-8.593443, 41.162598]]"
393655,1380186930620000001,B,,19.0,20000001,1380186930,A,False,"[[-8.589033, 41.166594]]"
393881,1380188813620000001,A,2002.0,,20000001,1380188813,A,False,"[[-8.605503, 41.153544]]"
393983,1380191470620000001,B,,19.0,20000001,1380191470,A,False,"[[-8.585478, 41.171445]]"
394107,1380192952620000001,C,,,20000001,1380192952,A,False,"[[-8.601957, 41.179617]]"
394673,1380194964620000001,B,,19.0,20000001,1380194964,A,False,"[[-8.640792, 41.083326]]"
395297,1380202552620000001,A,39088.0,,20000001,1380202552,A,False,"[[-8.615907, 41.140539]]"
395608,1380208868620000001,C,,,20000001,1380208868,A,False,"[[-8.625348, 41.130909]]"
396007,1380212307620000001,B,,30.0,20000001,1380212307,A,False,"[[-8.586018, 41.148549]]"
396201,1380217062620000001,B,,19.0,20000001,1380217062,A,False,"[[-8.655435, 41.165604]]"
398524,1380219995620000001,B,,35.0,20000001,1380219995,A,False,"[[-8.635275, 41.141799]]"
398751,1380266297620000001,A,2002.0,,20000001,1380266297,A,False,"[[-8.645652, 41.171841]]"
399079,1380268378620000001,B,,35.0,20000001,1380268378,A,False,"[[-8.647371, 41.151681]]"
399600,1380270973620000001,C,,,20000001,1380270973,A,False,"[[-8.636976, 41.125869]]"
400181,1380275592620000001,B,,19.0,20000001,1380275592,A,False,"[[-8.605323, 41.144328]]"
401390,1380281738620000001,A,5297.0,,20000001,1380281738,A,False,"[[-8.448624, 41.185179]]"
401711,1380293396620000001,B,,28.0,20000001,1380293396,A,False,"[[-8.548416, 41.167044]]"
401896,1380295980620000001,B,,28.0,20000001,1380295980,A,False,"[[-8.606727, 41.158269]]"
402554,1380298258620000001,C,,,20000001,1380298258,A,False,"[[-8.549073, 41.203962]]"
411219,1380306806620000001,B,,,20000001,1380306806,A,False,"[[-8.57538, 41.156064]]"
411387,1380444907620000001,A,11763.0,,20000001,1380444907,A,False,"[[-8.58636, 41.148954]]"
411479,1380449073620000001,B,,10.0,20000001,1380449073,A,False,"[[-8.612064, 41.166414]]"
411706,1380450952620000001,A,19374.0,,20000001,1380450952,A,False,"[[-8.601039, 41.153238]]"
411990,1380455551620000001,C,,,20000001,1380455551,A,False,"[[-8.668917, 41.239584]]"
412102,1380461469620000001,B,,38.0,20000001,1380461469,A,False,"[[-8.610939, 41.146056]]"
412360,1380464276620000001,B,,10.0,20000001,1380464276,A,False,"[[-8.579394, 41.195142]]"
412723,1380469618620000001,B,,6.0,20000001,1380469618,A,False,"[[-8.58195, 41.180625]]"
412859,1380477020620000001,B,,56.0,20000001,1380477020,A,False,"[[-8.60004, 41.156928]]"
412959,1380479798620000001,B,,61.0,20000001,1380479798,A,False,"[[-8.612991, 41.137767]]"
414534,1380481718620000001,A,5779.0,,20000001,1380481718,A,False,"[[-8.613513, 41.141403]]"
415487,1380528882620000001,A,43601.0,,20000001,1380528882,A,False,"[[-8.621595, 41.147487]]"
415548,1380538717620000001,C,,,20000001,1380538717,A,False,"[[-8.604, 41.15466]]"
415715,1380539774620000001,B,,19.0,20000001,1380539774,A,False,"[[-8.629029, 41.160852]]"
416081,1380542104620000001,B,,12.0,20000001,1380542104,A,False,"[[-8.64468, 41.157729]]"
416535,1380546692620000001,B,,25.0,20000001,1380546692,A,False,"[[-8.617824, 41.14683]]"
416897,1380551449620000001,B,,25.0,20000001,1380551449,A,False,"[[-8.570241, 41.159538]]"
417138,1380555530620000001,A,2002.0,,20000001,1380555530,A,False,"[[-8.627814, 41.164776]]"
417632,1380557933620000001,A,2002.0,,20000001,1380557933,A,False,"[[-8.670204, 41.237226]]"
419310,1380564388620000001,A,18243.0,,20000001,1380564388,A,False,"[[-8.605683, 41.144319]]"
419800,1380611773620000001,B,,28.0,20000001,1380611773,A,False,"[[-8.60373, 41.173803]]"
419954,1380616031620000001,B,,58.0,20000001,1380616031,A,False,"[[-8.553915, 41.172273]]"
420246,1380617497620000001,B,,55.0,20000001,1380617497,A,False,"[[-8.538255, 41.179212]]"
420457,1380620229620000001,A,2002.0,,20000001,1380620229,A,False,"[[-8.617608, 41.146272]]"
420903,1380622211620000001,B,,25.0,20000001,1380622211,A,False,"[[-8.660205, 41.175819]]"
421121,1380627913620000001,A,15086.0,,20000001,1380627913,A,False,"[[-8.61786, 41.15196]]"
421399,1380630212620000001,A,47504.0,,20000001,1380630212,A,False,"[[-8.60733, 41.160978]]"
421635,1380633958620000001,A,2002.0,,20000001,1380633958,A,False,"[[-8.605593, 41.153598]]"
421853,1380636486620000001,B,,19.0,20000001,1380636486,A,False,"[[-8.614863, 41.140881]]"
421978,1380638843620000001,B,,19.0,20000001,1380638843,A,False,"[[-8.629209, 41.153481]]"
422314,1380640290620000001,A,3251.0,,20000001,1380640290,A,False,"[[-8.585937, 41.148792]]"
422376,1380644488620000001,B,,19.0,20000001,1380644488,A,False,"[[-8.640567, 41.159943]]"
422660,1380645337620000001,C,,,20000001,1380645337,A,False,"[[-8.604702, 41.154543]]"
424454,1380648455620000001,A,55734.0,,20000001,1380648455,A,False,"[[-8.620875, 41.150781]]"
424765,1380697733620000001,A,55650.0,,20000001,1380697733,A,False,"[[-8.601444, 41.147514]]"
425098,1380701266620000001,A,2002.0,,20000001,1380701266,A,False,"[[-8.613783, 41.141484]]"
425568,1380704477620000001,C,,,20000001,1380704477,A,False,"[[-8.670267, 41.237388]]"
426001,1380709790620000001,A,2002.0,,20000001,1380709790,A,False,"[[-8.615664, 41.140728]]"
426517,1380715394620000001,B,,34.0,20000001,1380715394,A,False,"[[-8.690535, 41.180184]]"
426887,1380722181620000001,B,,22.0,20000001,1380722181,A,False,"[[-8.694252, 41.180751]]"
427179,1380726683620000001,B,,19.0,20000001,1380726683,A,False,"[[-8.611542, 41.146686]]"
427393,1380729938620000001,B,,19.0,20000001,1380729938,A,False,"[[-8.599194, 41.182929]]"
427935,1380732457620000001,A,28433.0,,20000001,1380732457,A,False,"[[-8.575551, 41.159223]]"
429302,1380739333620000001,B,,26.0,20000001,1380739333,A,False,"[[-8.572968, 41.167485]]"
430121,1380784504620000001,B,,28.0,20000001,1380784504,A,False,"[[-8.586279, 41.147811]]"
430202,1380798793620000001,A,63882.0,,20000001,1380798793,A,False,"[[-8.622423, 41.147253]]"
430542,1380799987620000001,C,,,20000001,1380799987,A,False,"[[-8.619201, 41.151222]]"
430785,1380804587620000001,B,,34.0,20000001,1380804587,A,False,"[[-8.620227, 41.147055]]"
431114,1380807539620000001,B,,25.0,20000001,1380807539,A,False,"[[-8.630748, 41.154462]]"
431465,1380811150620000001,B,,34.0,20000001,1380811150,A,False,"[[-8.639883, 41.15979]]"
431717,1380815111620000001,B,,20.0,20000001,1380815111,A,False,"[[-8.662824, 41.180589]]"
432090,1380817957620000001,B,,31.0,20000001,1380817957,A,False,"[[-8.654247, 41.180994]]"
434231,1380823258620000001,A,44210.0,,20000001,1380823258,A,False,"[[-8.65557, 41.172417]]"
434391,1380870764620000001,A,9917.0,,20000001,1380870764,A,False,"[[-8.6031, 41.180697]]"
435257,1380872909620000001,C,,,20000001,1380872909,A,False,"[[-8.621586, 41.14755]]"
435404,1380881727620000001,B,,34.0,20000001,1380881727,A,False,"[[-8.691948, 41.198841]]"
436080,1380883478620000001,A,2002.0,,20000001,1380883478,A,False,"[[-8.641134, 41.144175]]"
436727,1380891606620000001,B,,25.0,20000001,1380891606,A,False,"[[-8.594127, 41.161419]]"
437263,1380899021620000001,A,13009.0,,20000001,1380899021,A,False,"[[-8.688303, 41.167386]]"
437787,1380905051620000001,C,,,20000001,1380905051,A,False,"[[-8.609481, 41.149089]]"
441216,1380911571620000001,A,2002.0,,20000001,1380911571,A,False,"[[-8.58555, 41.176368]]"
441321,1380958058620000001,B,,28.0,20000001,1380958058,A,False,"[[-8.607771, 41.162373]]"
441439,1380959854620000001,B,,10.0,20000001,1380959854,A,False,"[[-8.625897, 41.151015]]"
441725,1380962496620000001,B,,7.0,20000001,1380962496,A,False,"[[-8.617986, 41.146299]]"
441845,1380967000620000001,C,,,20000001,1380967000,A,False,"[[-8.572509, 41.141232]]"
441948,1380968901620000001,A,2002.0,,20000001,1380968901,A,False,"[[-8.615439, 41.140791]]"
442315,1380971070620000001,B,,34.0,20000001,1380971070,A,False,"[[-8.586072, 41.148441]]"
442582,1380977695620000001,B,,61.0,20000001,1380977695,A,False,"[[-8.557308, 41.14413]]"
443139,1380982146620000001,B,,10.0,20000001,1380982146,A,False,"[[-8.618058, 41.164173]]"
443317,1380991278620000001,A,2002.0,,20000001,1380991278,A,False,"[[-8.585991, 41.148837]]"
450281,1380994395620000001,B,,10.0,20000001,1380994395,A,False,"[[-8.650782, 41.160663]]"
450399,1381130323620000001,B,,28.0,20000001,1381130323,A,False,"[[-8.608356, 41.162472]]"
450782,1381131961620000001,A,5646.0,,20000001,1381131961,A,False,"[[-8.662689, 41.185854]]"
451013,1381135983620000001,B,,31.0,20000001,1381135983,A,False,"[[-8.604855, 41.160564]]"
452117,1381138564620000001,B,,58.0,20000001,1381138564,A,False,"[[-8.595927, 41.159502]]"
452350,1381152892620000001,C,,,20000001,1381152892,A,False,"[[-8.608545, 41.147496]]"
452762,1381155490620000001,A,2002.0,,20000001,1381155490,A,False,"[[-8.60553, 41.144211]]"
453248,1381160541620000001,B,,,20000001,1381160541,A,False,"[[-8.645472, 41.160753]]"
453316,1381166377620000001,A,54183.0,,20000001,1381166377,A,False,"[[-8.669196, 41.176359]]"
454898,1381167432620000001,B,,31.0,20000001,1381167432,A,False,"[[-8.638947, 41.164605]]"
455120,1381216018620000001,B,,28.0,20000001,1381216018,A,False,"[[-8.603379, 41.173767]]"
455390,1381219072620000001,B,,28.0,20000001,1381219072,A,False,"[[-8.606466, 41.162283]]"
455512,1381221960620000001,B,,63.0,20000001,1381221960,A,False,"[[-8.58411, 41.171292]]"
455702,1381223134620000001,B,,28.0,20000001,1381223134,A,False,"[[-8.565894, 41.175306]]"
456151,1381225533620000001,A,2002.0,,20000001,1381225533,A,False,"[[-8.609976, 41.154273]]"
456575,1381231905620000001,B,,19.0,20000001,1381231905,A,False,"[[-8.609733, 41.160366]]"
456683,1381238163620000001,B,,19.0,20000001,1381238163,A,False,"[[-8.620254, 41.15925]]"
456941,1381239403620000001,A,11351.0,,20000001,1381239403,A,False,"[[-8.609922, 41.153823]]"
457460,1381242480620000001,A,2002.0,,20000001,1381242480,A,False,"[[-8.605431, 41.15358]]"
457693,1381249000620000001,B,,19.0,20000001,1381249000,A,False,"[[-8.613171, 41.159043]]"
459429,1381252447620000001,C,,,20000001,1381252447,A,False,"[[-8.580861, 41.065281]]"
459794,1381304260620000001,B,,28.0,20000001,1381304260,A,False,"[[-8.617689, 41.146353]]"
459906,1381308658620000001,B,,63.0,20000001,1381308658,A,False,"[[-8.638848, 41.183127]]"
460479,1381309854620000001,C,,,20000001,1381309854,A,False,"[[-8.605026, 41.113044]]"
460891,1381316955620000001,B,,52.0,20000001,1381316955,A,False,"[[-8.605908, 41.145219]]"
461144,1381322617620000001,B,,19.0,20000001,1381322617,A,False,"[[-8.627562, 41.168736]]"
461406,1381325722620000001,A,9329.0,,20000001,1381325722,A,False,"[[-8.601759, 41.182236]]"
461705,1381328711620000001,A,2002.0,,20000001,1381328711,A,False,"[[-8.605395, 41.153607]]"
462160,1381332405620000001,B,,19.0,20000001,1381332405,A,False,"[[-8.617698, 41.146263]]"
464193,1381337864620000001,B,,19.0,20000001,1381337864,A,False,"[[-8.589807, 41.160411]]"
464771,1381390596620000001,B,,28.0,20000001,1381390596,A,False,"[[-8.603226, 41.173776]]"
465128,1381396263620000001,A,5926.0,,20000001,1381396263,A,False,"[[-8.61588, 41.140566]]"
465627,1381400133620000001,B,,34.0,20000001,1381400133,A,False,"[[-8.583192, 41.181039]]"
465979,1381406468620000001,A,42074.0,,20000001,1381406468,A,False,"[[-8.580978, 41.169186]]"
466345,1381410896620000001,C,,,20000001,1381410896,A,False,"[[-8.628318, 41.164974]]"
466522,1381414501620000001,B,,19.0,20000001,1381414501,A,False,"[[-8.609814, 41.160438]]"
466656,1381416328620000001,B,,19.0,20000001,1381416328,A,False,"[[-8.610939, 41.164344]]"
467499,1381417733620000001,A,2002.0,,20000001,1381417733,A,False,"[[-8.605413, 41.153679]]"
467790,1381427728620000001,B,,19.0,20000001,1381427728,A,False,"[[-8.594307, 41.159016]]"
469760,1381432005620000001,A,5602.0,,20000001,1381432005,A,False,"[[-8.66088, 41.162184]]"
469982,1381476850620000001,A,9369.0,,20000001,1381476850,A,False,"[[-8.594037, 41.162175]]"
470381,1381479166620000001,B,,63.0,20000001,1381479166,A,False,"[[-8.61615, 41.142609]]"
470790,1381483427620000001,A,25455.0,,20000001,1381483427,A,False,"[[-8.657298, 41.161203]]"
470907,1381488030620000001,A,2002.0,,20000001,1381488030,A,False,"[[-8.620434, 41.147235]]"
471381,1381489429620000001,C,,,20000001,1381489429,A,False,"[[-8.640486, 41.161311]]"
471593,1381495434620000001,B,,34.0,20000001,1381495434,A,False,"[[-8.602515, 41.155749]]"
472082,1381497937620000001,B,,19.0,20000001,1381497937,A,False,"[[-8.561511, 41.133465]]"
472315,1381502923620000001,B,,19.0,20000001,1381502923,A,False,"[[-8.628156, 41.16168]]"
472809,1381505607620000001,A,23822.0,,20000001,1381505607,A,False,"[[-8.635347, 41.194935]]"
473364,1381511161620000001,B,,16.0,20000001,1381511161,A,False,"[[-8.670231, 41.237514]]"
473501,1381517675620000001,A,2002.0,,20000001,1381517675,A,False,"[[-8.628552, 41.169807]]"
476544,1381519384620000001,A,40707.0,,20000001,1381519384,A,False,"[[-8.571537, 41.16825]]"
476576,1381561996620000001,B,,28.0,20000001,1381561996,A,False,"[[-8.608131, 41.162463]]"
476961,1381562756620000001,B,,63.0,20000001,1381562756,A,False,"[[-8.606169, 41.129289]]"
477076,1381569246620000001,B,,10.0,20000001,1381569246,A,False,"[[-8.597673, 41.150916]]"
477279,1381571119620000001,A,39088.0,,20000001,1381571119,A,False,"[[-8.657271, 41.161212]]"
477486,1381575362620000001,C,,,20000001,1381575362,A,False,"[[-8.680455, 41.15619]]"
477802,1381578991620000001,C,,,20000001,1381578991,A,False,"[[-8.610822, 41.145723]]"
477972,1381584659620000001,B,,10.0,20000001,1381584659,A,False,"[[-8.590383, 41.162895]]"
478325,1381587604620000001,B,,56.0,20000001,1381587604,A,False,"[[-8.611524, 41.166441]]"
478415,1381593528620000001,A,9939.0,,20000001,1381593528,A,False,"[[-8.613819, 41.14206]]"
478661,1381595350620000001,B,,53.0,20000001,1381595350,A,False,"[[-8.635023, 41.141214]]"
478952,1381599378620000001,B,,53.0,20000001,1381599378,A,False,"[[-8.644266, 41.162346]]"
486017,1381603448620000001,B,,35.0,20000001,1381603448,A,False,"[[-8.664426, 41.148081]]"
486850,1381736599620000001,A,2002.0,,20000001,1381736599,A,False,"[[-8.661735, 41.184558]]"
487080,1381743675620000001,A,2002.0,,20000001,1381743675,A,False,"[[-8.599437, 41.182497]]"
487572,1381745889620000001,B,,,20000001,1381745889,A,False,"[[-8.590716, 41.156199]]"
487704,1381751506620000001,C,,,20000001,1381751506,A,False,"[[-8.617149, 41.160132]]"
488082,1381752580620000001,A,4893.0,,20000001,1381752580,A,False,"[[-8.639514, 41.128542]]"
488287,1381756811620000001,B,,30.0,20000001,1381756811,A,False,"[[-8.62272, 41.164128]]"
489525,1381759001620000001,B,,20.0,20000001,1381759001,A,False,"[[-8.695863, 41.184009]]"
489701,1381775698620000001,A,2024.0,,20000001,1381775698,A,False,"[[-8.614629, 41.171049]]"
490867,1381778949620000001,B,,42.0,20000001,1381778949,A,False,"[[-8.585901, 41.148792]]"
491042,1381821358620000001,B,,28.0,20000001,1381821358,A,False,"[[-8.59887, 41.157783]]"
491888,1381823550620000001,A,2002.0,,20000001,1381823550,A,False,"[[-8.663841, 41.17707]]"
492148,1381831632620000001,C,,,20000001,1381831632,A,False,"[[-8.636157, 41.15907]]"
492251,1381834800620000001,A,9684.0,,20000001,1381834800,A,False,"[[-8.585748, 41.148837]]"
492879,1381836061620000001,C,,,20000001,1381836061,A,False,"[[-8.547237, 41.20533]]"
493442,1381844360620000001,B,,33.0,20000001,1381844360,A,False,"[[-8.544078, 41.211819]]"
493735,1381851465620000001,B,,19.0,20000001,1381851465,A,False,"[[-8.671185, 41.153724]]"
493971,1381854967620000001,B,,37.0,20000001,1381854967,A,False,"[[-8.630694, 41.159754]]"
494328,1381858568620000001,A,2024.0,,20000001,1381858568,A,False,"[[-8.601642, 41.182488]]"
495647,1381864324620000001,B,,33.0,20000001,1381864324,A,False,"[[-8.615241, 41.184702]]"
495850,1381908577620000001,A,2002.0,,20000001,1381908577,A,False,"[[-8.565039, 41.174793]]"
496206,1381910804620000001,B,,28.0,20000001,1381910804,A,False,"[[-8.613999, 41.142582]]"
496312,1381914676620000001,B,,53.0,20000001,1381914676,A,False,"[[-8.610858, 41.150376]]"
496900,1381915947620000001,C,,,20000001,1381915947,A,False,"[[-8.602515, 41.180571]]"
497322,1381923714620000001,C,,,20000001,1381923714,A,False,"[[-8.575785, 41.159772]]"
497752,1381928812620000001,B,,28.0,20000001,1381928812,A,False,"[[-8.635797, 41.193486]]"
498201,1381933148620000001,B,,33.0,20000001,1381933148,A,False,"[[-8.600175, 41.165379]]"
498697,1381938004620000001,A,46412.0,,20000001,1381938004,A,False,"[[-8.619615, 41.159322]]"
498944,1381943967620000001,B,,25.0,20000001,1381943967,A,False,"[[-8.627751, 41.156118]]"
500595,1381947648620000001,B,,19.0,20000001,1381947648,A,False,"[[-8.626293, 41.166945]]"
500851,1381995514620000001,C,,,20000001,1381995514,A,False,"[[-8.603001, 41.173803]]"
501882,1381998330620000001,A,34115.0,,20000001,1381998330,A,False,"[[-8.666145, 41.163264]]"
501969,1382011023620000001,A,16089.0,,20000001,1382011023,A,False,"[[-8.647515, 41.15124]]"
502086,1382012327620000001,B,,34.0,20000001,1382012327,A,False,"[[-8.60787, 41.148621]]"
502450,1382014268620000001,A,2002.0,,20000001,1382014268,A,False,"[[-8.584227, 41.163228]]"
502756,1382018689620000001,B,,28.0,20000001,1382018689,A,False,"[[-8.581401, 41.15934]]"
502951,1382022443620000001,C,,,20000001,1382022443,A,False,"[[-8.641773, 41.143464]]"
503120,1382025037620000001,C,,,20000001,1382025037,A,False,"[[-8.640252, 41.139846]]"
505598,1382026847620000001,C,,,20000001,1382026847,A,False,"[[-8.514288, 40.95045]]"
505815,1382080728620000001,B,,28.0,20000001,1382080728,A,False,"[[-8.59176, 41.163921]]"
506318,1382083212620000001,B,,63.0,20000001,1382083212,A,False,"[[-8.589051, 41.173857]]"
506614,1382088700620000001,B,,19.0,20000001,1382088700,A,False,"[[-8.661429, 41.163327]]"
507194,1382092107620000001,B,,7.0,20000001,1382092107,A,False,"[[-8.593416, 41.176971]]"
507227,1382099903620000001,B,,28.0,20000001,1382099903,A,False,"[[-8.565804, 41.174739]]"
507954,1382100315620000001,C,,,20000001,1382100315,A,False,"[[-8.608491, 41.17365]]"
508179,1382108041620000001,A,17474.0,,20000001,1382108041,A,False,"[[-8.661717, 41.171364]]"
508609,1382110219620000001,A,26599.0,,20000001,1382110219,A,False,"[[-8.615754, 41.140602]]"
509279,1382115093620000001,C,,,20000001,1382115093,A,False,"[[-8.605134, 41.113134]]"
511952,1382123657620000001,B,,19.0,20000001,1382123657,A,False,"[[-8.612991, 41.148297]]"
512139,1382172074620000001,A,60760.0,,20000001,1382172074,A,False,"[[-8.589816, 41.173542]]"
512469,1382175655620000001,A,11558.0,,20000001,1382175655,A,False,"[[-8.630883, 41.168601]]"
512695,1382182567620000001,B,,7.0,20000001,1382182567,A,False,"[[-8.611731, 41.146002]]"
512807,1382187085620000001,B,,19.0,20000001,1382187085,A,False,"[[-8.585721, 41.148774]]"
512991,1382189695620000001,A,4618.0,,20000001,1382189695,A,False,"[[-8.613513, 41.147532]]"
513253,1382192635620000001,B,,10.0,20000001,1382192635,A,False,"[[-8.609949, 41.170977]]"
513523,1382198120620000001,A,34273.0,,20000001,1382198120,A,False,"[[-8.594091, 41.150574]]"
513653,1382203407620000001,B,,10.0,20000001,1382203407,A,False,"[[-8.585658, 41.148774]]"
519619,1382205890620000001,B,,10.0,20000001,1382205890,A,False,"[[-8.61732, 41.167521]]"
519973,1382337890620000001,C,,,20000001,1382337890,A,False,"[[-8.603721, 41.173965]]"
520672,1382342626620000001,B,,28.0,20000001,1382342626,A,False,"[[-8.613486, 41.141457]]"
521197,1382350059620000001,B,,34.0,20000001,1382350059,A,False,"[[-8.585712, 41.148774]]"
521337,1382357894620000001,C,,,20000001,1382357894,A,False,"[[-8.582886, 41.1768]]"
521416,1382359814620000001,B,,19.0,20000001,1382359814,A,False,"[[-8.608716, 41.143149]]"
521749,1382361070620000001,B,,19.0,20000001,1382361070,A,False,"[[-8.640873, 41.161122]]"
521996,1382365086620000001,B,,7.0,20000001,1382365086,A,False,"[[-8.621937, 41.152725]]"
522298,1382368448620000001,B,,19.0,20000001,1382368448,A,False,"[[-8.591544, 41.105871]]"
522560,1382371701620000001,B,,19.0,20000001,1382371701,A,False,"[[-8.611254, 41.146848]]"
522860,1382375012620000001,A,4848.0,,20000001,1382375012,A,False,"[[-8.653914, 41.170437]]"
524199,1382379976620000001,B,,35.0,20000001,1382379976,A,False,"[[-8.659764, 41.154687]]"
524530,1382425898620000001,C,,,20000001,1382425898,A,False,"[[-8.602704, 41.173776]]"
524640,1382429243620000001,B,,63.0,20000001,1382429243,A,False,"[[-8.611218, 41.146947]]"
524743,1382430072620000001,B,,27.0,20000001,1382430072,A,False,"[[-8.622162, 41.147604]]"
524910,1382430754620000001,C,,,20000001,1382430754,A,False,"[[-8.62938, 41.15889]]"
525677,1382432010620000001,A,2002.0,,20000001,1382432010,A,False,"[[-8.613216, 41.133186]]"
526635,1382439239620000001,C,,,20000001,1382439239,A,False,"[[-8.61624, 41.140539]]"
528047,1382449339620000001,A,5926.0,,20000001,1382449339,A,False,"[[-8.570151, 41.165973]]"
528208,1382464715620000001,A,20791.0,,20000001,1382464715,A,False,"[[-8.685279, 41.164713]]"
529634,1382467154620000001,B,,22.0,20000001,1382467154,A,False,"[[-8.694828, 41.186835]]"
530023,1382512767620000001,A,2002.0,,20000001,1382512767,A,False,"[[-8.638965, 41.235417]]"
530706,1382517426620000001,B,,63.0,20000001,1382517426,A,False,"[[-8.663445, 41.177592]]"
530973,1382525958620000001,B,,31.0,20000001,1382525958,A,False,"[[-8.676864, 41.153463]]"
531046,1382529525620000001,C,,,20000001,1382529525,A,False,"[[-8.616357, 41.140458]]"
531177,1382530643620000001,B,,34.0,20000001,1382530643,A,False,"[[-8.610417, 41.149116]]"
531455,1382532545620000001,B,,19.0,20000001,1382532545,A,False,"[[-8.617518, 41.142519]]"
531913,1382536435620000001,B,,34.0,20000001,1382536435,A,False,"[[-8.628129, 41.161275]]"
532365,1382541802620000001,A,9427.0,,20000001,1382541802,A,False,"[[-8.63892, 41.169186]]"
532765,1382546186620000001,B,,7.0,20000001,1382546186,A,False,"[[-8.608725, 41.163777]]"
534538,1382551793620000001,B,,19.0,20000001,1382551793,A,False,"[[-8.587251, 41.171661]]"
